thread_id,title,author_name,author_geo,registered_user,comment_order,comment_date,post_content,judge1_title,judge1_count,judge2_title,judge2_count,judge3_title,judge3_count,score
1,Norse distributes flier promoting executing homeless,Touch of Reality,"Hayward, CA",False,#11,25-Mar-14,  Jacobi Burst wrote:   http://www.huffingtonpost.com/ 2014/03/24/james-boyd-killed-b y-cops_n_5021117.htmlLooks like Roberts flyer IS coming true. What will Leigh M say now? De holy pr0phet Norsemon..my vein of information and guidence thru bigit task farze h3ll!...tread lightly TBSC trolls.   John Colby hasn't 'earned' a penny since 1992.,Brilliant,1,Agree,1,Touching,1,Positive
1,Norse distributes flier promoting executing homeless,Helms-enator,"Oakland, CA",False,#12,25-Mar-14,"  Give Up Santa Cruz wrote:   https://www.indybay.org/newsitems/2013/10/23/18745324.phpHis words, not mine.   This is the flyer for the punk as- wannabe's http://flic.kr/p/kHRH1z",Spam,2,Clueless,2,Nuts,2,Negative
1,Norse distributes flier promoting executing homeless,Helms-enator,"Oakland, CA",False,#13,25-Mar-14,The wets and hookers need to back clean the fk off----if you got a STD- THAT MAKES YOU A SCUMBAG WITH A HUGE MEDICAL BILL. Homeless is just a financial situation and during a std/drug epidemic that's understandable.,Spam,1,Clueless,1,Nuts,1,Negative
1,Norse distributes flier promoting executing homeless,tbsc member,United States,False,#16,25-Mar-14,We need a t4 program to get rid of these people http://www.britannica.com/EBchecked/topic/714...,Spam,1,Clueless,1,Nuts,1,Negative
1,Norse distributes flier promoting executing homeless,DBS,"Freedom, CA",False,#17,25-Mar-14,  tbsc member wrote:   We need a t4 program to get rid of these people http://www.britannica.com/EBchecked/topic/714...   Starting with YOU ColbyLOON!!!,Brilliant,1,Agree,1,Helpful,1,Positive
1,Norse distributes flier promoting executing homeless,Helms-enator,"Oakland, CA",False,#18,25-Mar-14,"  john wrote:   <quoted text>again, i ask: are u using wifi on mission st.?   The state of california did not maintain the precedence of felonies, especially santa cruz county-- maybe a knight in shining armor with a health care mantra will come to asian latino hasidics emotional rescue-- http://youtu.be/zAlffza3K2E john I'm straight",Funny,1,Touching,1,,-1,Positive
1,Norse distributes flier promoting executing homeless,Helms-enator,"Oakland, CA",False,#19,25-Mar-14,I'm sure we can a espana with a okay-doke.,Nuts,1,,-1,,-1,Negative
1,Norse distributes flier promoting executing homeless,Helms-enator,"Oakland, CA",False,#20,25-Mar-14,  tbsc member wrote:   We need a t4 program to get rid of these people http://www.britannica.com/EBchecked/topic/714...   The homeless or asian latino hasidic's?,Nuts,1,,-1,,-1,Negative
1,Norse distributes flier promoting executing homeless,Helms-enator,"Oakland, CA",False,#21,25-Mar-14,"  tbsc member wrote:   We need a t4 program to get rid of these people http://www.britannica.com/EBchecked/topic/714...   For your FYI, most of our homeless pop. here are white judaic-their primarily STD free etc, and their addictions are in effect mostly from asian latino hasidic manufacturing and distribution of narcotics and illegal property racketeering from washing narcotic money in real estate that pretty much set up and supported the foreign organized drug fronts that caused the homelessness,crime and high std/drug rates and healthcare bills. The asian latino hasidics don't really have a gene pool and have sterilized themselves by their own stupidity and criminal behavior. They are not the future of America.",Nuts,1,,-1,,-1,Negative
1,Norse distributes flier promoting executing homeless,Helms-enator,"Oakland, CA",False,#22,25-Mar-14,The asian latino hasidic wannabe racketeering groups even racketeering the social services on river st. and the drug programs etc.---,Nuts,1,,-1,,-1,Negative
1,Norse distributes flier promoting executing homeless,Helms-enator,"Oakland, CA",False,#23,25-Mar-14,The asian latino hasidic's are so weak from criminal behavior that a wino with a 10 layered addiction could take them clean the fk out in 4 seconds and not commit a high end felony.,Nuts,1,,-1,,-1,Negative
1,Norse distributes flier promoting executing homeless,john,"Santa Cruz, CA",False,#24,25-Mar-14,"  Helms-enator wrote:   <quoted text>The state of california did not maintain the precedence of felonies, especially santa cruz county-- maybe a knight in shining armor with a health care mantra will come to asian latino hasidics emotional rescue-- http://youtu.be/zAlffza3K2E john I'm straight   Do you sit at the Watering Hole getting drunk while telling Topix about your STD experiences with other rackateering races?",Interesting,1,Incendiary,1,Agree,1,Positive
1,Norse distributes flier promoting executing homeless,jeffry helms,"Hayward, CA",False,#25,25-Mar-14,"  john wrote:   <quoted text>Do you sit at the Watering Hole getting drunk while telling Topix about your STD experiences with other rackateering races?   High end felony criminal behavior overrides lesser offenses and since when is a felony , anti-semitism? Never , only in ""la la"" land at the ethnic's building with the pot heads at UCSC",Nuts,1,,-1,,-1,Negative
1,Norse distributes flier promoting executing homeless,jeffry helms,"Hayward, CA",False,#26,25-Mar-14,"  john wrote:   <quoted text>Do you sit at the Watering Hole getting drunk while telling Topix about your STD experiences with other rackateering races?   When HPV hit, I stopped hanging out at the communal drinking areas--too much of a risk and hazard-I'm not getting wrapped up in a hpv court case chain.",Touching,1,,-1,,-1,Positive
1,Norse distributes flier promoting executing homeless,Butt Jeffie,"Aptos, CA",False,#27,25-Mar-14,What about FAT Pat's diseased clam? She's still waiting for your tongue!!!!,Racy,1,Touching,1,Helpful,1,Positive
1,Norse distributes flier promoting executing homeless,Helms-enator,"Hayward, CA",False,#29,25-Mar-14,Put me down right smack dab in the middle of a asian latino racketeering group and watch me go to work!! whooo hoo!,Nuts,1,,-1,,-1,Negative
1,Norse distributes flier promoting executing homeless,Helms-enator,"Hayward, CA",False,#30,25-Mar-14,If the shelter staff stole the social services etc.---its pretty much legal for a homeless person to steal from them etc.,Nuts,1,,-1,,-1,Negative
1,Norse distributes flier promoting executing homeless,Helms-enator,"Hayward, CA",False,#31,25-Mar-14,If they prosecute the homeless guy stealing for the shelter staff---then they have to prosecute the shelter staff etc.--they lose their house--the homeless guy gets petty theft with a explanation--probation,Nuts,1,,-1,,-1,Negative
1,Norse distributes flier promoting executing homeless,Butt Jeffie,"Aptos, CA",False,#32,25-Mar-14,"  Helms-enator wrote:   Put me down right smack dab in the middle of a asian latino racketeering group and watch me go to work!! whooo hoo!   FAT Pat wants you ""smack in the middle"" of her diseased clam!!!",Racy,1,Agree,1,Helpful,1,Positive
1,Norse distributes flier promoting executing homeless,Helms-enator,"Hayward, CA",False,#33,25-Mar-14,The police are just going to drive off without saying anything--Its legal to steal from someone who stole from you!!!!,Nuts,1,,-1,,-1,Negative
2,Calling Topix users 'John Colby',Reality Check,"Foster City, CA",False,#1,30-Dec-12,"Anyone who reads this forum will note quickly that the Topix trolls who post in here call everyone who posts something they disagree with 'John Colby'1-'John Colby' is a local writer and homeless advocate who they harrass, bully, and stalk online because he is an advocate for the poor in our area.2- The individuals primarily responsible for this are:DBS/openid/Taxpayer/The Beast From the EastBuzzSum DimDonny BThey have stalked John Colby for some time now, and they pretty much constantly threaten him.3- There isnt even any proof that Colby posts on Topix under any of the names they refer to as being 'John Colby'4- They must be threatened by Colby's successes. Recently a disabled homeless woman he advocates for was found assistance with housing.5- I am not John Colby, and I am not related to him, and I do not know him/6- Having said that, I don't plan to talk about him much in the future on Topix, but I do expect the trolls to keep calling me Colby, because they know they are wrong about pretty much everything in life, and because they can't win by telling the truth, which is that Colby succeeded in his goal to help the homeless.7- You will never find out who I really am, you stupid, stupid trolls!8- If you are reading this, John Colby, good luck to you. Your good actions are their own reward, and unfortunatley, life is full of violent idiots like the trolls on topix.PEACE",Spam,6,Clueless,6,Nuts,6,Negative
2,Calling Topix users 'John Colby',John the lying crapsack,"Sunnyvale, CA",False,#2,30-Dec-12,  Reality Check wrote:   1-'John Colby' is a local writer and homeless advocate 4- They must be threatened by Colby's successes.   BWAAAAA HAAAAAA HAAAAAA HAAAAAAa!!!!!!!,Funny,3,Agree,3,Touching,3,Positive
2,Calling Topix users 'John Colby',Reality Check,"Foster City, CA",False,#3,30-Dec-12,"  John the lying crapsack wrote:   <quoted text>BWAAAAA HAAAAAA HAAAAAA HAAAAAAa!!!!!!!   DBS, do you ever take a day off from trolling?",Spam,2,Clueless,2,Nuts,2,Negative
2,Calling Topix users 'John Colby',check out time,"Santa Cruz, CA",False,#4,30-Dec-12,"  Reality Check wrote:   3- There isnt even any proof that Colby posts on Topix under any of the names they refer to as being 'John Colby'   Wrong. http://www.topix.com/forum/city/santa-cruz-ca...   Reality Check wrote:   4- They must be threatened by Colby's successes. Recently a disabled homeless woman he advocates for was found assistance with housing.PEACE   Right, through the assistance of Don Lane, not John Colby.",Brilliant,4,Agree,4,Helpful,4,Positive
2,Calling Topix users 'John Colby',Reality Check,"Foster City, CA",False,#5,30-Dec-12,"  check out time wrote:   <quoted text>Wrong. http://www.topix.com/forum/city/santa-cruz-ca... <quoted text>Right, through the assistance of Don Lane, not John Colby.   That someone is posting anonymously as 'John Colby' on Topix means nothing. Those posts aren't from a registered user.John Colby first brought about awareness of the troubles Andrea Morgan, who was disabled and homeless, was having by writing an Indybay article. He then foused on Lane in another Indybay article, and he eventually debated Lane on community tv. It was Colby (and Robert Norse's) persistence that lead to Andrea Morgan being assisted by Lane. It didn't just all happen on its own.Thank you for confirming Colby's success in this case.",Spam,4,Clueless,4,Nuts,4,Negative
2,Calling Topix users 'John Colby',an inconvenient post,"Santa Cruz, CA",False,#6,30-Dec-12,"Coincidence, or Colby? http://www.topix.com/forum/city/santa-cruz-ca...",Interesting,3,Helpful,3,Agree,2,Positive
2,Calling Topix users 'John Colby',John the Jealous Leech,"Santa Cruz, CA",False,#7,30-Dec-12,"  an inconvenient post wrote:   Coincidence, or Colby? http://www.topix.com/forum/city/santa-cruz-ca...   Since Colby has damaged every cause in which he has been associated, it has to be coincidence.John's only real achievement is managing to stay alive despite the fact he does nothing to support himself.",Brilliant,3,Agree,3,Touching,3,Positive
2,Calling Topix users 'John Colby',Reality Check,"Berkeley, CA",False,#8,30-Dec-12,"  Not Reality Check wrote:   ...4- They must be threatened by Colby's successes. Recently a disabled homeless woman he advocates for was found assistance with housing...   John wrote an article on Indybay, and the next morning the sun came up. Therefore the sun came up because John wrote an article.",Funny,4,Agree,4,Touching,3,Positive
2,Calling Topix users 'John Colby',no dice,"Santa Cruz, CA",False,#9,1-Jan-13,"  Reality Check wrote:   1-'John Colby' is a local writer and homeless advocate who they harrass, bully, and stalk online because he is an advocate for the poor in our area.   The posters here who hurt Colby's feelings do so because he has shown himself to lack any credibility or sense of responsibility (or much sense at all), not because of his self-promoting sham advocacy of the homeless and poor.Posters who incur the ire of their critics here, often through making a series of false statements that they are unable to account for, get a ""fan club.""See BJ and loweroaklandlocal for examples.",Funny,1,Agree,1,Helpful,1,Positive
2,Calling Topix users 'John Colby',Reality Check,"Foster City, CA",False,#10,1-Jan-13,"  no dice wrote:   <quoted text>The posters here who hurt Colby's feelings do so because he has shown himself to lack any credibility or sense of responsibility (or much sense at all), not because of his self-promoting sham advocacy of the homeless and poor.Posters who incur the ire of their critics here, often through making a series of false statements that they are unable to account for, get a ""fan club.""See BJ and loweroaklandlocal for examples.   I don't know that anyone's feelings have been hurt here, I don't really see any evidence of that.",Spam,2,Clueless,2,Nuts,2,Negative
2,Calling Topix users 'John Colby',no dice,"Santa Cruz, CA",False,#11,1-Jan-13,"  Reality Check wrote:   <quoted text>I don't know that anyone's feelings have been hurt here, I don't really see any evidence of that.   In other words, John Colby hasn't felt harassed, stalked, or bullied?",Brilliant,2,Helpful,2,Funny,1,Positive
2,Calling Topix users 'John Colby',Reality Check,"Foster City, CA",False,#12,1-Jan-13,"  no dice wrote:   <quoted text>In other words, John Colby hasn't felt harassed, stalked, or bullied?   I assume he has felt harrassed, stalked, and bullied.That doesn't mean he has taken it personally.In my opinion, you Topix Trolls should be jailed. It's nothing personal, I just believe that you all have broken the law.When your sentence is over, I hope you all can be rehabilited so that you can transition back into society to be productive members.I don't spite you for your personality flaws and poor upbringings.",Clueless,3,Nuts,3,Spam,2,Negative
2,Calling Topix users 'John Colby',no dice,"Santa Cruz, CA",False,#13,1-Jan-13,"  Reality Check wrote:   In my opinion, you Topix Trolls should be jailed. It's nothing personal, I just believe that you all have broken the law.   You wish to have posters jailed for exercising their constitutional right to free speech?Can you cite which laws have been broken?",Brilliant,2,Helpful,2,Funny,1,Positive
2,Calling Topix users 'John Colby',Reality Check,"Foster City, CA",False,#14,1-Jan-13,"  no dice wrote:   <quoted text>You wish to have posters jailed for exercising their constitutional right to free speech?Can you cite which laws have been broken?   They have been mentioned. Google them. Also, hate speech isn't protected.These are basics. Talking to you is like moving through time in reverse.",Spam,4,Clueless,4,Nuts,4,Negative
2,Calling Topix users 'John Colby',no dice,"Santa Cruz, CA",False,#15,1-Jan-13,"  Reality Check wrote:   <quoted text>They have been mentioned. Google them. Also, hate speech isn't protected.These are basics. Talking to you is like moving through time in reverse.   Once again, when asked to show evidence to support your statements, you provide nothing. If laws were broken, can you cite which laws, or even cite and link to posts where they have been mentioned before?",Brilliant,3,Agree,3,Helpful,3,Positive
2,Calling Topix users 'John Colby',Reality Check,"Foster City, CA",False,#16,1-Jan-13,"  no dice wrote:   <quoted text>Once again, when asked to show evidence to support your statements, you provide nothing. If laws were broken, can you cite which laws, or even cite and link to posts where they have been mentioned before?   No. I get sick of repeating myself here. Trolls like you make people like me repeat things a million times to waste our time.Can't you think of something more productive to do?You know you are harrassing Colby. Cyber-bullying, stalking, I don't care what you google, but use your research skills.Also, one of you went to Becky Johnson's house and put a piece of fruit in her tailpipe. Why don't you research all of the possible laws that were broken there?",Spam,3,Clueless,3,Nuts,3,Negative
2,Calling Topix users 'John Colby',no dice,"Santa Cruz, CA",False,#17,2-Jan-13,"  Reality Check wrote:   You know you are harrassing Colby. Cyber-bullying, stalking, I don't care what you google, but use your research skills.   And if you had a leg to stand on, you would be able to cite which laws were broken.",Funny,3,Agree,3,Helpful,3,Positive
2,Calling Topix users 'John Colby',Reality Check,"Foster City, CA",False,#18,2-Jan-13,"  no dice wrote:   <quoted text>And if you had a leg to stand on, you would be able to cite which laws were broken.   Like I said, I'm not going to state the obvious with you trolls over and over again.My last question to you for the time being:Is DBS your bf?Are you DBS' gf?",Spam,3,Clueless,3,Nuts,3,Negative
2,Calling Topix users 'John Colby',STOMP,"Sunnyvale, CA",False,#19,2-Jan-13,"  no dice wrote:   <quoted text>And if you had a leg to stand on, you would be able to cite which laws were broken.   He's too FAT to stand on one leg!!Like FAT Pat!!",Funny,1,Brilliant,1,Touching,1,Positive
2,Calling Topix users 'John Colby',Bottom of the Barrel,United States,False,#20,2-Jan-13,  STOMP wrote:   <quoted text>He's too FAT to stand on one leg!!Like FAT Pat!!   Either of the Colbys legs would look better below a rhinoceros.,Funny,1,Brilliant,1,Agree,1,Positive
2,Calling Topix users 'John Colby',CwhatEyedidThar,"Santa Cruz, CA",False,#21,2-Jan-13,"  Reality Check wrote:   <quoted text>I assume he has felt harrassed, stalked, and bullied.That doesn't mean he has taken it personally.In my opinion, you Topix Trolls should be jailed. It's nothing personal, I just believe that you all have broken the law.When your sentence is over, I hope you all can be rehabilited so that you can transition back into society to be productive members.I don't spite you for your personality flaws and poor upbringings.   I assume ""DBS"" has felt harrassed, stalked, and bullied.In my opinion, you should be jailed. It's nothing personal, I just believe that you have broken the law. When your sentence is over, I hope you can be rehabilitated (sp) so that you can transition back into society to be a productive member. I don't spite you for your personality flaws and poor upbringings, but your section 8 voucher could be better used by a homeless person you ""advocate"" for.",Agree,3,Helpful,3,Funny,2,Positive
2,Calling Topix users 'John Colby',CwhatEyedidThar,"Santa Cruz, CA",False,#22,2-Jan-13,Or do you still live with mommy? My guess is you're a lame adult that can't move out from the family nest.,Interesting,1,Touching,1,Helpful,1,Positive
2,Calling Topix users 'John Colby',Reality Check,"Berkeley, CA",False,#23,2-Jan-13,  Reality Check wrote:   <quoted text>No. I get sick of repeating myself here. Trolls like you make people like me repeat things a million times to waste our time.Can't you think of something more productive to do?...   Says the guy who thinks posting on Indybay is productive.   Reality Check wrote:   <quoted text>You know you are harrassing Colby...   Says the guy posting using everyone else's usernames? Yet you said Colby didn't post here...,Interesting,4,Agree,4,Helpful,4,Positive
2,Calling Topix users 'John Colby',Reality Check,"San Jose, CA",False,#24,2-Jan-13,  Reality Check wrote:   <quoted text>Says the guy who thinks posting on Indybay is productive.<quoted text>Says the guy posting using everyone else's usernames? Yet you said Colby didn't post here...   You sure post a lot on Indybay. What was your most recent name there again? Observer?,Spam,1,Brilliant,1,Agree,1,Positive
2,Calling Topix users 'John Colby',Reality Check,"Berkeley, CA",False,#25,2-Jan-13,"  Reality Check wrote:   <quoted text>You sure post a lot on Indybay. What was your most recent name there again? Observer?   What is YOUR username? Why do you use mine, loser?",Spam,2,Interesting,2,Agree,2,Positive
2,Calling Topix users 'John Colby',Reality Check,"San Jose, CA",False,#26,2-Jan-13,"  Reality Check wrote:   <quoted text>What is YOUR username? Why do you use mine, loser?   If you want to claim a name, register it.If you don't like the way this forum is set up to post, why don't you leave?",Spam,3,Clueless,3,Nuts,3,Negative
2,Calling Topix users 'John Colby',Reality Check,"Berkeley, CA",False,#27,2-Jan-13,"  Reality Check wrote:   <quoted text>If you want to claim a name, register it.If you don't like the way this forum is set up to post, why don't you leave?   So you are nobody. Got it. Appropriate.",Funny,3,Agree,3,Spam,2,Positive
2,Calling Topix users 'John Colby',The original DBS,Aptos,True,#28,2-Jan-13,"  CwhatEyedidThar wrote:   <quoted text>I assume ""DBS"" has felt harrassed, stalked, and bullied.In my opinion, you should be jailed. It's nothing personal, I just believe that you have broken the law. When your sentence is over, I hope you can be rehabilitated (sp) so that you can transition back into society to be a productive member. I don't spite you for your personality flaws and poor upbringings, but your section 8 voucher could be better used by a homeless person you ""advocate"" for.   Oh yeah!!!The ColbyLOONS are going to send me to jail!!So what are the sentencing guidelines for being found guilty of Internet ""Whack-A-Mole""?????",Agree,3,Touching,3,Funny,2,Positive
2,Calling Topix users 'John Colby',deja vu,"Santa Cruz, CA",False,#29,2-Jan-13,Even BJ suggests who posts here. http://www.topix.com/forum/city/santa-cruz-ca...,Agree,2,Helpful,2,Interesting,1,Positive
2,Calling Topix users 'John Colby',Reality Check,"San Francisco, CA",False,#30,3-Jan-13,"  The original DBS wrote:   <quoted text>Oh yeah!!!The ColbyLOONS are going to send me to jail!!So what are the sentencing guidelines for being found guilty of Internet ""Whack-A-Mole""?????   That you are stupid and you are bad at it lol",Spam,2,Clueless,2,Nuts,2,Negative
2,Calling Topix users 'John Colby',Reality Check,"San Francisco, CA",False,#31,3-Jan-13,"  deja vu wrote:   Even BJ suggests who posts here. http://www.topix.com/forum/city/santa-cruz-ca...   It can't be proven that John Colby posts here, especially from Topix. Also, I believe your buddies don't find Becky to be a credible source, right?This thread is about the Topix Trolls calling everyone who posts critical content here 'John Colby'...learn to read, kid.",Spam,4,Clueless,4,Nuts,4,Negative
2,Calling Topix users 'John Colby',Buzz,"Alviso, CA",False,#32,3-Jan-13,"  Reality Check wrote:   <quoted text>It can't be proven that John Colby posts here, especially from Topix. Also, I believe your buddies don't find Becky to be a credible source, right?This thread is about the Topix Trolls calling everyone who posts critical content here 'John Colby'...learn to read, kid.   It's already been proven, John. The fact that you're too stupid/delusional to get the point doesn't make it any less so.",Agree,3,Helpful,3,Brilliant,2,Positive
2,Calling Topix users 'John Colby',odds are,"Santa Cruz, CA",False,#34,3-Jan-13,"  Reality Check wrote:   <quoted text>It can't be proven that John Colby posts here, especially from Topix.   Oh, but a quite convincing argument can be made.",Brilliant,2,Agree,2,Helpful,2,Positive
2,Calling Topix users 'John Colby',Reality Check,"Hidden Valley Lake, CA",False,#35,19-Jan-13,"  odds are wrote:   <quoted text>Oh, but a quite convincing argument can be made.   This is 'endless bummer' or DBS's girlfriend.",Nuts,4,Spam,3,Clueless,3,Negative
2,Calling Topix users 'John Colby',ye olde timey post,"Santa Cruz, CA",False,#36,22-Apr-13,Que es esto? http://www.topix.com/forum/city/novato-ca/TAN...,Funny,3,Interesting,3,Agree,2,Positive
2,Calling Topix users 'John Colby',Reality Check,United States,False,#38,23-Apr-13,"  ye olde timey post wrote:   Que es esto? http://www.topix.com/forum/city/novato-ca/TAN...   Thanks for digging this post up!In it, DBS says he has been retired since he was 42 lolI told you I hadn't been on topix before last year, so I didn't know about the full extent of his lies.I do now, thanks!btw, I know I we can still find you some place in a women's shelter if you want to get out of the relationship with him. Nobody should have to put up with DBS's abuse, especially his girlfriend.",Spam,2,Clueless,2,Nuts,2,Negative
2,Calling Topix users 'John Colby',DBS,"Cupertino, CA",False,#39,23-Apr-13,"  Reality Check wrote:   <quoted text>Thanks for digging this post up!In it, DBS says he has been retired since he was 42 lolI told you I hadn't been on topix before last year, so I didn't know about the full extent of his lies.I do now, thanks!btw, I know I we can still find you some place in a women's shelter if you want to get out of the relationship with him. Nobody should have to put up with DBS's abuse, especially his girlfriend.   Just because YOU are too ignorant/stupid to grasp the concept of being retired on paper vs. actually retired and no longer working, doesn't mean that anyone else is.Loser.",Spam,1,Clueless,1,Nuts,1,Negative
2,Calling Topix users 'John Colby',Reality Check,United States,False,#40,23-Apr-13,"  DBS wrote:   <quoted text>Just because YOU are too ignorant/stupid to grasp the concept of being retired on paper vs. actually retired and no longer working, doesn't mean that anyone else is.Loser.   Sure thing, whackjob.I think I'll just call you by your real name, Dan B Sullivan, now.",Spam,1,Clueless,1,Nuts,1,Negative
2,Calling Topix users 'John Colby',DBS,"Cupertino, CA",False,#41,23-Apr-13,"  Reality Check wrote:   <quoted text>Sure thing, whackjob.I think I'll just call you by your real name, Dan B Sullivan, now.   You still haven't the faintest idea what my real name is...i'm not dumb enough to put my vital statistics in a public forum.Whackjob.",Agree,1,Touching,1,Helpful,1,Positive
2,Calling Topix users 'John Colby',Reality Check,United States,False,#42,23-Apr-13,"  DBS wrote:   <quoted text>You still haven't the faintest idea what my real name is...i'm not dumb enough to put my vital statistics in a public forum.Whackjob.   So it is just a coincidence that Dan B Sullivan posted on topix right before you, DBS, started?You're a whackjob if you think anyone believes that you aren't Dan B Sullivan.Now that we know that Sum Dim is a TBSC chap named Helbard, don't you think it is time for you two to BOTH come out of the TBSC closet and just post as yourselves?",Spam,3,Clueless,3,Nuts,3,Negative
2,Calling Topix users 'John Colby',DBS,"Cupertino, CA",False,#43,23-Apr-13,"  Reality Check wrote:   <quoted text>So it is just a coincidence that Dan B Sullivan posted on topix right before you, DBS, started?   Yup.",Interesting,1,Agree,1,Helpful,1,Positive
2,Calling Topix users 'John Colby',Reality Check,United States,False,#44,23-Apr-13,  DBS wrote:   <quoted text>Yup.   You're a bad liar.,Spam,2,Clueless,2,Nuts,2,Negative
2,Calling Topix users 'John Colby',name games,"Santa Cruz, CA",False,#45,23-Apr-13,"  Reality Check wrote:   Now that we know that Sum Dim is a TBSC chap named Helbard, don't you think it is time for you two to BOTH come out of the TBSC closet and just post as yourselves?   Sum Dim is Helbard? Leigh is becoming as paranoid and delusional as you, John, who once insisted DBS was really Steve Clark and Xanthippe was Zach Friend.",Brilliant,4,Helpful,4,Interesting,3,Positive
2,Calling Topix users 'John Colby',DBS,"Cupertino, CA",False,#46,23-Apr-13,  Reality Check wrote:   <quoted text>You're a bad liar.   And you're a Welfare parasite on society.It's a pity my taxes have to be wasted supporting your useless existence.It could be better spent fixing potholes.,Agree,2,Touching,2,Helpful,2,Positive
2,Calling Topix users 'John Colby',Reality Check,"Foster City, CA",False,#47,23-Apr-13,"  name games wrote:   <quoted text>Sum Dim is Helbard?Leigh is becoming as paranoid and delusional as you, John, who once insisted DBS was really Steve Clark and Xanthippe was Zach Friend.   I still think it is possible that Xanthippe is Zach Friend, but I never said that DBS is Steve Clark.DBS has a Steve Clark type of personality, both are dishonest pig types, but DBS was busy spamming topix on the day of the SC police memorial, so I think that rules him out as being Steve Clark.According to DBS, though, you work for law enforcement.",Spam,5,Clueless,5,Nuts,5,Negative
